label,id,text,coordinates
1,1.27E+18,Roadwork on US 22 eastbound at Exit: I-81 NORTH.  There is a traffic disruption.,
1,1.27E+18,Roadwork on US 22 eastbound at Exit: I-81 NORTH.  There is a traffic disruption.,
0,1.27E+18,"RT @dyllyp: A black man was drunk, fell asleep in his car in a drive thru and was murdered by the police.

A police officer in Aurora (the…",
0,1.27E+18,"Working or studying remotely, video conferencing, more voice calls.. Our latest Mobility Report looks at how much d… https://t.co/Zbx3aYto4e",
1,1.27E+18,RT @ogundamisi: Covid19 Air traffic violation: We mistook @officialnairam1 for @tundefashola 🤣🍿 Executive Jet writes Aviation Minister @had…,
0,1.27E+18,"What jam y’all listening rn....

Me: Bad Girl-@wizkidayo🔥",
1,1.27E+18,"RT @HomeTruant: Closing out the inaugural Made in America fest on September 2, 2012, Pearl Jam played an explosive ""W.M.A."" Jeff then maint…",
1,1.27E+18,Remember when we were walking to home from school  and some  man in the traffic was trying to pick us up as if we k… https://t.co/G70ZAKWafd,
1,1.27E+18,Secrets to 3X your Twitter traffic and leads. Need the traffic? Need the leads? Learn the secrets here:… https://t.co/LtDeWnXFlc,
0,1.27E+18,"@ShaggySnacker @Starchildgem @PrescriptionDrM Shhh, it's jam time",
1,1.27E+18,RT @TedNoah: Heads up friends traveling to #Hampton via 64 w/b - #crash (looks like a vehicle spun out) blocking the right lane just past S…,
1,1.27E+18,@TfL hi is congestion charge auto pay still in effect? Thanks!,
1,1.27E+18,RT @OldCodger15: Lone white 25yr old woman went through red traffic light this weekend..shot dead by traffic cop .. The USA cops kill anyon…,
0,1.27E+18,"RT @Kolokodess: This Saturday I'll be giving a keynote address at our Women Of OSCA (WOSCA) Launch event!

WOSCA is an initiative announced…",
0,1.27E+18,"RT @theTCPA: Creating car-dependent suburbs means ignoring the #GardenCities principles.

From ensuring the right location to embedding act…",
0,1.27E+18,RT @JimBinary: Chicken breast fillet kebabs. Jerk seasoning with honey and chilli jam. https://t.co/DpIYmYALMr,
0,1.27E+18,@Darylcrewchief Peanut butter and jam is my fav. But I’m using up what we have in the kitchen right now.,
0,1.27E+18,"RT @dyllyp: A black man was drunk, fell asleep in his car in a drive thru and was murdered by the police.

A police officer in Aurora (the…",
0,1.27E+18,Now playing on Live Jam 107: Cold &amp; Lonesome by The Outlaws! Live Jam 107 (https://t.co/PZfQ66UcxV) is Where Every… https://t.co/NnN1vQ4l24,
1,1.27E+18,Fire engine in attendance on the A483 southbound just after the slip road by B&amp;Q roundabout traffic building up. https://t.co/tWUTgVRcFh,
1,1.27E+18,"RT @WeAreCyclingUK: We hope that many new cyclists will continue to ride after Covid-19. 🚦 As roads get busier, it's important to know how…",
0,1.27E+18,@DarbyshireDebs @JustoneManc 😂I’m embracing the slower pace. No running round like a dickhead. Early morning walks… https://t.co/KFKm2RWsrZ,
0,1.27E+18,"@AlexAlexjwhite @Hackneycyclist I agree, the logic is if something is closed it doesn’t exist. Just to add northbou… https://t.co/ymFC9CvZ0C",
1,1.27E+18,"RT @GaryHalstead9: Take note @BorisJohnson - if you don't stop this one way traffic of kowtowing to every BAME accusation &amp; demand, promoti…",
0,1.27E+18,"RT @brillitarenal: @SeekerDc @QSimtrav Happened to me, in my zone it were 17/100k
My friends in Madrid were ok and their families 244/100k…",
0,1.27E+18,@livxscar I’m doing a lot better just mild head ache from sinus congestion and that’s about it at this point thank you bb ❤️,
0,1.27E+18,RT @barbiegworl: Oh cuz I thought the nigga who was caught lying on his dick and then later insinuated to having sex with a drunk girl when…,
1,1.27E+18,"RT @Pismo_B: I’ve always wondered what happens when id*ots walk out into the middle of the road when traffic is driving through🤔

https://t…",
0,1.27E+18,"@palopelz I’ve listened to it, of course. 
Not to take anything away from it, but Changes was a prophecy, a club ja… https://t.co/uuRGoUhEs5",
0,1.27E+18,"Guys!! 
Have you listened to #bursturhead by @LekkiHoodFinest ft @VectorThaViper produced by @SAMKLEF ?🔥🔥 My favori… https://t.co/ffkIE5RrUv",
0,1.27E+18,"RT @DonBelleOFC: All the Bubblies please say thank you for the traffic in Manila! Truly, what a blessing... right Trish and Deib? 

DONBELL…",
1,1.27E+18,"RT @OnlyLookAtMino: #MINO best hair color??? 

🚦Traffic light edition🚦

#WINNER #송민호 #위너 @yginnercircle @official_mino_ https://t.co/5ObV96…",
1,1.27E+18,RT @OldCodger15: Lone white 25yr old woman went through red traffic light this weekend..shot dead by traffic cop .. The USA cops kill anyon…,
0,1.27E+18,"Hello Guys
I'm happy to say that our Geek Community presents Jam-Geek Community for students. Those who are interes… https://t.co/N2KY2HHtLx",
0,1.27E+18,RT @diddekarisma: @kelomang_bacot Telfonan berjam jam don't make him stay,
0,1.27E+18,RT @mysexykiaramia: watch me play with my pussy in traffic and make myself cum hard while truckers watch me!!! https://t.co/itD3IPCmdT http…,
0,1.27E+18,Black Music Month 2020 Playlist: Def Jam’s Maxo ‘Prays For Transparency Moving Forward’ https://t.co/3sT7bzW1Lk… https://t.co/sWrwLJCSqw,
1,1.27E+18,RT @Mohamma66696512: Super Master Vpn App encrypt traffic from your android device to the exit point of the vpn network or Vpn open server.…,
1,1.27E+18,"RT @Cycling_Embassy: According to Minister of Infrastructure @CvNieuwenhuizen, by removing 10-15% of pre-corona drivers from rush hours, tr…",
1,1.27E+18,MaTES-SLEx Traffic Update as of 3:24 PM: Cabuyao SB Area: MODERATE (Due to Readycon Activity) Lane 3 CLOSED.,
1,1.27E+18,"During Pakistan vs India CT2017 final. In canada, Traffic was jammed and people were in rush to go home and watch t… https://t.co/4Ty0Q7otRt",
1,1.27E+18,"THE PRIME MINISTERIAL CONVOY SHOULD ***NEVER*** STOP. Twice in recent years it has been halted by protestors.

Fund… https://t.co/c28q4UFYqj",
0,1.27E+18,RT @freeakazoiid: iSlAnD wILl SoOn fLoOd,
0,1.27E+18,"RT @SatanLovesYou10: ""I would never try to say ""Satan is my God"". If there is a God, that's myself!""",
0,1.27E+18,"RT @AArsenal17: #Justice #GOOG
FCC Denies Pacific Light Cable Network System’s Hong Kong Undersea Cable Connection To The U.S.

PLCN’s prop…",
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @WWG1WGAUSA: Tulsa police updates 👇🏼👇🏼https://t.co/ta4a0w7V4a https://t.co/xOHrRVTgcV,
0,1.27E+18,Both my BM’s will tell you this me 🤧🤧 lol,
0,1.27E+18,RT @prezzafp: RETWEET THIS AND MAKE SURE YOU'RE FOLLOWING ME SO I CAN ADD YOU TO THE 1D JAM PARTY GC #ONEDIRECTIONJAMPARTY https://t.co/fWm…,
1,1.27E+18,"RT @keel1616: Yesterday, before the intense lockdown, 4 km long Qs with traffic jams in almost all TASMAC shops. All were coming out of the…",
0,1.27E+18,"RT @KolkataPolice: #WeCareWeDare!

A pregnant lady who had lost her way in the city, goes into labour. Noticing her plight, Sgt Laxman Shaw…",
0,1.27E+18,RT @Gun4w4nAhokers: New normal dan new record :(,
1,1.27E+18,"RT @Erqzz: 🚨 In case you've missed this... 🚨

#TRONTV is currently ranked 846th in global internet traffic and engagement over the past 90…",
0,1.27E+18,I'm sorry jam session just cracks me up bc like. Idk if this is a translation barrier but when I was an edgy teenag… https://t.co/yGoz3Fd7WH,
0,1.27E+18,"READY VCS FULL BUGIL.✔️

📲  Tf dulu baru Vcs✔️

New Tarif :

▪️1 JAM  : 100k

 ▪️2 JAM : 150k

👉 WhatsApp : 0853465… https://t.co/ErUt6OiwbW",
0,1.27E+18,RT @gboyegaakosile: The Special Adviser stated that the opening of the BRT lane to inbound and outbound Ketu/Mile 12 motorists will serve a…,
1,1.27E+18,"RT @jetsonmade: no traffic when you in ya own lane. 
it’s beautiful",
0,1.27E+18,RT @SarukaiWolf: Jammin' Jam!💥🔥 #GuiltyGear https://t.co/kuGD9fKdQz,
0,1.27E+18,"Search Engine Journal Founder Loren Baker on what's working in SEO and content, managing an agency during a pandemi… https://t.co/VwlZrkLIxr",
1,1.27E+18,@veritate It was in a traffic management setting. But the question remains valid.,
1,1.27E+18,"RT @DrSamiSchalk: #Thread: If you were not part of planning the protest, if you were not given a role to do security, crowd control, traffi…",
0,1.27E+18,@TheGrungeScene Black by Pearl Jam,
0,1.27E+18,RT @gboyegaakosile: Fayinka gave an assurance that officials of @followlastma and other relevant Agencies have been deployed to ensure a fr…,
0,1.27E+18,RT @DenaeSpeaks: if this ain’t me. almost went to jail for this shit right here 😂,
0,1.27E+18,"RT @FourbitFriday: Ooh, Atgtha in Absurdia has finished high up in the #7drl results - 2nd? 6th? whichever! It's good! Still working on it…",
0,1.27E+18,Air quality in our geographically constrained Wasatch Front makes transit part of Utah’s equation to maximize acces… https://t.co/iJEVpgggWy,
1,1.27E+18,"@LoganKristofor @julia1234567 @joecastlebaker Norton, Peter D. Fighting Traffic: The Dawn of the Motor Age in the A… https://t.co/m6Ebmu0cy2",
1,1.27E+18,"""DeValkenaere and another officer allegedly approached him after receiving a call over a traffic incident, and upon… https://t.co/eeWGqrRMwX",
0,1.27E+18,"RT @DeputyChow: Since yesterday, we've responded to 23 suicidal calls: 6 involved jumping from heights, 7 using guns/knives. These are alwa…",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,Finna jam wale ep,
0,1.27E+18,Looks like a DUMBASS CONVENTION TO ME THE KOOLAID AND INJECTIONS READY!,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,"RT @VandnaHaldkar: @SaintRampalJiM #MustListan_Satsang
Respected Dharmadas Ji came from the divine Satlok and met as a living Mahatma in Ma…",
0,1.27E+18,"RT @Michell82410861: O'Toole having a Muslim manager is not the issue.....
Walied Solimans family connections   to the Muslim Brotherhood,…",
1,1.27E+18,"RT @DrSamiSchalk: #Thread: If you were not part of planning the protest, if you were not given a role to do security, crowd control, traffi…",
0,1.27E+18,RT @heckyessica: The media wants a race war https://t.co/uVUICnbTIJ,
0,1.27E+18,Tryna play some Def Jam rn no cap,
0,1.27E+18,♬ Pearl Jam - Fatal #radioeksen,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,@LexMobileGaming I’m totally geeking out and loving these posts. I love building and adjusting studio spaces so this is my jam!,
1,1.27E+18,RT @LordAndrew21: Nah this is why these waste mans who think theyre sick speeding while swerving in and out of traffic cheese me bro. Like…,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,"RT @samhillview: Absolutely disgraceful. We need the death penalty in New Zealand for anyone who kills a cop. 

#BlueLivesMatter

https://t…",
0,1.27E+18,I wanna have a pajama jam,
0,1.27E+18,"Skales ""A'Lagos"" is a nice jam, tbh. I hope there'll be visual though. I need to see MC Makopolo's face. 😅",
0,1.27E+18,RT @JoyceWhiteVance: Trump has 21 of these gameshow-host-giving-away-prizes tweets tonight. But he's not giving anyone anything. This is ta…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,on soul this be some of my brothers when people get to blowing they horns at them🤣,
0,1.27E+18,"The ""concert event of the summer"" at 7pm on a weeknight.
#OkBoomer

Also, there are SO MANY people involved in this… https://t.co/DTNMAm9nmq",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
1,1.27E+18,"RT @engyn243: Officer shot during routine traffic stop.

Police Officers have the toughest jobs they put their life on the line for you eve…",
0,1.27E+18,RT @JoyceWhiteVance: Trump has 21 of these gameshow-host-giving-away-prizes tweets tonight. But he's not giving anyone anything. This is ta…,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
1,1.27E+18,"RT @TPSOperations: COLLISION:
Bayview Ave &amp; Finch Ave E
- reports of a single vehicle into a traffic pole
- reports that pole fell over
- n…",
0,1.27E+18,#YMornings is a great show. But are you aware it's usually only the main host who is clearly audible. The others ar… https://t.co/3GnPYRG7AV,
1,1.27E+18,"RT @jetsonmade: no traffic when you in ya own lane. 
it’s beautiful",
1,1.27E+18,"RT @gmptraffic: #ME58 stopped this vehicle Regent Road Salford having been seen speeding towards the M602
The driver did notice another tra…",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,RT @WWG1WGAUSA: Tulsa police updates 👇🏼👇🏼https://t.co/ta4a0w7V4a,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,RT @JesseCharlesLee: The fact that the White House has a carefully laid-out communications play around state transportation grants through…,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
1,1.27E+18,@ankyrathod008 We have informed traffic branch.(traffic helpline whatsapp no.8454999999).,
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,RT @crystalcarder: #AD Today I had a great conversation with another mom blogger in a FB group for moms. I learned that they were just like…,
1,1.27E+18,"@szysgt It depends on your Google Maps settings. For US settings - traffic circle, for UK or Ireland - roundabout.",
0,1.27E+18,The value of content shouldn't be measured by SEO metrics only. Learn why and how you should look at content from a… https://t.co/GvpMdsNt6p,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,so i dont have to say you were the one that got away,
0,1.27E+18,"Now Playing on ""DNAradio"" - Def Jam Recordings Mega Mix for https://t.co/uT9xEKeXyU - Send Mp3 Mega Mixes to: FreeAirPlay@Gmail.com",
1,1.27E+18,"Stop sitting around waiting for traffic to arrive at your web site , https://t.co/JemygDluIS  #VideoMarketing https://t.co/SK33ZbAKDY",
0,1.27E+18,"RT @fouadmatin: thanks @thedanigrant @_irtefa for the strawberry jam 🍓

https://t.co/zT1U88DBTv is amazing 🎉 https://t.co/SaXngsAUZh",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,Infrastructure week!,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,RT @Rich_Mahog: On this night 2 months before his passing I picked Linda up to go to ⁦@Maggz100⁩ launch of his album and having him jam to…,
1,1.27E+18,The people camped out for rally have been moved a few blocks away. Stages and barricades are being set up. Streets… https://t.co/GMKkEUT5tQ,
0,1.27E+18,LMFAOOOOOO ME AF,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
1,1.27E+18,"RT @DrSamiSchalk: #Thread: If you were not part of planning the protest, if you were not given a role to do security, crowd control, traffi…",
1,1.27E+18,"RT @LynnGallagher_: @ABC From the article: “The officers executed a traffic stop, and the suspect allegedly opened his car door and began f…",
0,1.27E+18,"RT @HowlingGoodGame: Alright y'all, we are officially live with #TheLastofUsPartII !

CW: This game is apparently very intense, so if that'…",
0,1.27E+18,boy that summer jam dj next week gon wear me out &amp; im rdy🥴,
0,1.27E+18,Jam licks fahad and his jobby mole,
0,1.27E+18,"RT @PearlJam: Pearl Jam will support @AllInWA2020 and perform during the #AllinWA: A Concert for COVID-19 Relief on June 24th.

Tune in at…",
0,1.27E+18,RT @he11fir3: #WorthAJam Jam It!,
0,1.27E+18,RT @DMaga101: Disgraceful #Tulsa Oklahoma mayor G.T. Bynum @gtbynum tried to trigger @POTUS @realDonaldTrump by declaring a curfew for the…,
1,1.27E+18,"RT @TheHSCharts: 🗺️ Worldwide Sales (Media Traffic)

#9. 'Fine Line' by Harry Styles (re-entry)
Week: 26 | Sales: 58,000
*10 weeks in the T…",
0,1.27E+18,How conveniently you overlooked the role of India especially under Modi for this deepening mistrust. China naturall… https://t.co/SQ9K3IjnsR,
1,1.27E+18,"RT @DrSamiSchalk: #Thread: If you were not part of planning the protest, if you were not given a role to do security, crowd control, traffi…",
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
1,1.27E+18,"Okay, survived the traffic. Time for strim.
For now, I'm heading back to A Link Between Worlds. Come see!
https://t.co/6yz01TT3kU",
0,1.27E+18,"@seascribbl3 I love that song. My dad, the engineer who never let us turn up the stereo past halfway for fear of da… https://t.co/ozgH867FnJ",
1,1.27E+18,"RT @MrAndyNgo: BLM protesters shut down traffic for the 17th straight day in Portland. As usual, police stayed away. 

Yesterday, rioters v…",
0,1.27E+18,RT @wc_dev: WTF is this sh*t 👇 https://t.co/bYxBGie7gq,
0,1.27E+18,"RT @ChronixxMusic: ""Jam"" needs a visual my brother @wizkidayo",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,A Great traffic stop!,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @YkeeBenda: Mad mad Jam ✊ #MpakaBoy,
0,1.27E+18,"@sol_se42 It's gotten a bit less weird - less sea urchin or red bean taco or dill pickle, more breakfast cereals an… https://t.co/9HdaaocAk6",
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,Joya 💎,
0,1.27E+18,RT @JakaryaLadyboy: +6281310683990 OPEN ORDER VIDEO OPEN VCS OPEN BOKING LANGSUNG INCLUDE ROOM AVAIL INCALL OUTCALL  READY ONTIME 24 JAM NO…,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,"This is really happening just to mess with Trump supporters. Keep it up Dems, you keep poking and there won’t be wo… https://t.co/zbdnjIWOCJ",
0,1.27E+18,RT @MatthewBoedy: Infrastructure Week becomes Infrastructure Tweet https://t.co/ZctviUo8y8,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,SSX Tricky 2! Anything from the SSX franchise that isn’t the last SSX reboot.,
0,1.27E+18,"RT @TulsaPolice: 🚨CURFEW IN EFFECT FOR DOWNTOWN🚨

As part of our preparations for President Trump’s Rally this Saturday, we are working on…",
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,"UglyMugsPodcast Episode 72: Games, games, games. But not a drop to drink. V2 https://t.co/eF7S4qxztZ",
0,1.27E+18,"Hi! I'm Lisa, I'm a Professional Web Developer with over 9 years industry experience, SEO Specialist in White Hat S… https://t.co/P5ijfqHq6P",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,"RT @citizentvkenya: Wilson Sossion, Sec Gen, KNUT: Social distance will be maintained beyond COVID-19 in schools, the class sizes must be r…",
1,1.27E+18,"Here’s a QUICK and EASY Way Of Getting FREE, Targeted Traffic… Today: https://t.co/0fUzhg0hxI",
1,1.27E+18,"@richsignorelli don't even talk to me about speed limits and mandatory insurance - 
and traffic laws!! crazy, right?!

🤪",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @JesseCharlesLee: The fact that the White House has a carefully laid-out communications play around state transportation grants through…,
